Timestamp,Temperature,Humidity,AirQuality,Dust,Source,Temp_Hum_Index,Air_Dust_Product,AirQuality_Log,Dust_Log,Air_Dust_Ratio,Anomaly,Norm_Air,Norm_Dust,Norm_Product,Kitchen_Penalty,Weighted_Score,AI_Score,AI_Category
270802,27.1,89.0,195.4,116.2,outdoor,24.119,22705.48,5.280153395920365,4.763881877142913,1.667235494880546,1,0.07816000000000001,0.4648,0.036328768,0.0,0.1452221152,54.4,GOOD
275802,27.1,89.0,161.7,116.1,outdoor,24.119,18773.37,5.091908014224992,4.763028270603671,1.380871050384287,1,0.06468,0.4644,0.030037392,0.0,0.1377200088,51.1,GOOD
280802,27.1,89.0,186.5,116.4,outdoor,24.119,21708.6,5.233778845410465,4.765586907393996,1.588586030664395,1,0.0746,0.4656,0.03473376,0.0,0.143450064,53.6,GOOD
285802,27.1,89.0,186.5,116.5,outdoor,24.119,21727.25,5.233778845410465,4.7664383335842135,1.5872340425531914,1,0.0746,0.466,0.0347636,0.0,0.14354254,53.6,GOOD
290802,27.1,89.0,214.0,116.6,outdoor,24.119,24952.4,5.3706380281276624,4.767289035464526,1.8197278911564627,1,0.0856,0.4664,0.039923839999999995,0.0,0.14968457599999999,56.3,GOOD
295802,27.1,89.0,186.5,116.5,outdoor,24.119,21727.25,5.233778845410465,4.7664383335842135,1.5872340425531914,1,0.0746,0.466,0.0347636,0.0,0.14354254,53.6,GOOD
300802,27.1,89.0,195.4,116.4,outdoor,24.119,22744.56,5.280153395920365,4.765586907393996,1.6643952299829643,1,0.07816000000000001,0.4656,0.036391296000000004,0.0,0.1454074944,54.4,GOOD
305802,27.1,89.0,199.9,116.3,outdoor,24.119,23248.37,5.302807271820889,4.76473475565943,1.7041773231031545,1,0.07996,0.4652,0.037197391999999996,0.0,0.1463044088,54.8,GOOD
310802,27.1,89.0,178.0,116.6,outdoor,24.119,20754.8,5.187385805840755,4.767289035464526,1.5136054421768708,1,0.0712,0.4664,0.033207679999999996,0.0,0.14176515199999998,52.9,GOOD
315802,27.1,89.0,195.4,116.4,outdoor,24.119,22744.56,5.280153395920365,4.765586907393996,1.6643952299829643,1,0.07816000000000001,0.4656,0.036391296000000004,0.0,0.1454074944,54.4,GOOD
320802,27.1,89.0,173.8,116.4,outdoor,24.119,20230.320000000003,5.163642463221435,4.765586907393996,1.4804088586030664,1,0.06952,0.4656,0.032368512,0.0,0.14065687680000002,52.4,GOOD
325802,27.1,89.0,195.4,116.3,outdoor,24.119,22725.02,5.280153395920365,4.76473475565943,1.6658141517476557,1,0.07816000000000001,0.4652,0.036360032,0.0,0.1453148048,54.4,GOOD
330802,27.1,89.0,186.5,116.4,outdoor,24.119,21708.6,5.233778845410465,4.765586907393996,1.588586030664395,1,0.0746,0.4656,0.03473376,0.0,0.143450064,53.6,GOOD
335802,27.0,89.0,199.9,116.2,outdoor,24.03,23228.38,5.302807271820889,4.763881877142913,1.705631399317406,1,0.07996,0.4648,0.037165408000000004,0.0,0.1462116112,54.8,GOOD
340802,26.8,89.0,190.9,116.3,outdoor,23.852000000000004,22201.67,5.256974403013654,4.76473475565943,1.6274509803921569,1,0.07636,0.4652,0.035522672000000005,0.0,0.1443252008,54.0,GOOD
345802,26.8,89.0,204.5,115.7,outdoor,23.852000000000004,23660.65,5.32544603393629,4.75960653929251,1.75235646958012,1,0.0818,0.4628,0.03785704,0.0,0.146758556,55.0,GOOD
350802,26.7,89.0,169.7,116.1,outdoor,23.763,19702.17,5.139907629800395,4.763028270603671,1.4491887275832622,1,0.06788,0.4644,0.031523472,0.0,0.1394789208,51.9,GOOD
355802,26.7,90.0,186.5,115.9,outdoor,24.03,21615.35,5.233778845410465,4.761318868478023,1.5953806672369546,1,0.0746,0.4636,0.03458456,0.0,0.142987684,53.4,GOOD
360802,26.7,90.0,186.5,116.1,outdoor,24.03,21652.65,5.233778845410465,4.763028270603671,1.5926558497011103,1,0.0746,0.4644,0.03464424,0.0,0.143172636,53.5,GOOD
365802,26.7,90.0,182.2,115.9,outdoor,24.03,21116.98,5.21057845224003,4.761318868478023,1.558597091531223,1,0.07288,0.4636,0.033787168,0.0,0.1420424752,53.0,GOOD
370802,26.7,90.0,169.7,116.0,outdoor,24.03,19685.2,5.139907629800395,4.762173934797756,1.4504273504273504,1,0.06788,0.464,0.031496319999999994,0.0,0.139386848,51.9,GOOD
375802,26.7,90.0,161.7,115.6,outdoor,24.03,18692.52,5.091908014224992,4.758749273916392,1.3867924528301887,1,0.06468,0.4624,0.029908031999999994,0.0,0.1372606048,51.0,GOOD
380802,26.7,90.0,190.9,115.8,outdoor,24.03,22106.22,5.256974403013654,4.760463070394127,1.6344178082191785,1,0.07636,0.4632,0.035369952,0.0,0.14386229279999999,53.8,GOOD
385802,26.7,90.0,186.5,115.9,outdoor,24.03,21615.35,5.233778845410465,4.761318868478023,1.5953806672369546,1,0.0746,0.4636,0.03458456,0.0,0.142987684,53.4,GOOD
390802,26.7,90.0,169.7,116.0,outdoor,24.03,19685.2,5.139907629800395,4.762173934797756,1.4504273504273504,1,0.06788,0.464,0.031496319999999994,0.0,0.139386848,51.9,GOOD
395802,26.7,90.0,182.2,115.9,outdoor,24.03,21116.98,5.21057845224003,4.761318868478023,1.558597091531223,1,0.07288,0.4636,0.033787168,0.0,0.1420424752,53.0,GOOD
400802,26.7,90.0,161.7,116.2,outdoor,24.03,18789.54,5.091908014224992,4.763881877142913,1.379692832764505,1,0.06468,0.4648,0.030063264000000003,0.0,0.1378118896,51.2,GOOD
405802,26.7,90.0,178.0,116.2,outdoor,24.03,20683.6,5.187385805840755,4.763881877142913,1.5187713310580204,1,0.0712,0.4648,0.03309376000000001,0.0,0.141396064,52.7,GOOD
410802,26.7,90.0,173.8,116.4,outdoor,24.03,20230.320000000003,5.163642463221435,4.765586907393996,1.4804088586030664,1,0.06952,0.4656,0.032368512,0.0,0.14065687680000002,52.4,GOOD
415802,26.7,90.0,150.3,116.4,outdoor,24.03,17494.920000000002,5.01926462079431,4.765586907393996,1.2802385008517887,-1,0.06012000000000001,0.4656,0.027991872000000004,0.0,0.2154883808,85.6,GOOD
420802,26.7,90.0,199.9,116.6,outdoor,24.03,23308.34,5.302807271820889,4.767289035464526,1.6998299319727892,1,0.07996,0.4664,0.037293344,0.0,0.1465828016,54.9,GOOD
425802,26.7,90.0,186.5,116.4,outdoor,24.03,21708.6,5.233778845410465,4.765586907393996,1.588586030664395,1,0.0746,0.4656,0.03473376,0.0,0.143450064,53.6,GOOD
430802,26.7,90.0,190.9,116.3,outdoor,24.03,22201.67,5.256974403013654,4.76473475565943,1.6274509803921569,1,0.07636,0.4652,0.035522672000000005,0.0,0.1443252008,54.0,GOOD
435802,26.7,90.0,204.5,116.1,outdoor,24.03,23742.45,5.32544603393629,4.763028270603671,1.7463706233988046,1,0.0818,0.4644,0.037987919999999994,0.0,0.147130188,55.2,GOOD
440802,26.7,90.0,190.9,116.4,outdoor,24.03,22220.76,5.256974403013654,4.765586907393996,1.6260647359454854,1,0.07636,0.4656,0.035553216000000006,0.0,0.1444177824,54.0,GOOD
445802,26.7,90.0,173.8,116.2,outdoor,24.03,20195.56,5.163642463221435,4.763881877142913,1.4829351535836175,1,0.06952,0.4648,0.032312896,0.0,0.14047253440000002,52.3,GOOD
450802,26.7,90.0,186.5,116.1,outdoor,24.03,21652.65,5.233778845410465,4.763028270603671,1.5926558497011103,1,0.0746,0.4644,0.03464424,0.0,0.143172636,53.5,GOOD
455802,26.7,90.0,173.8,115.6,outdoor,24.03,20091.28,5.163642463221435,4.758749273916392,1.4905660377358492,1,0.06952,0.4624,0.032146047999999997,0.0,0.1399195072,52.1,GOOD
460802,26.7,90.0,186.5,115.7,outdoor,24.03,21578.05,5.233778845410465,4.75960653929251,1.598114824335904,1,0.0746,0.4628,0.03452488,0.0,0.142802732,53.3,GOOD
465802,26.7,90.0,199.9,115.8,outdoor,24.03,23148.42,5.302807271820889,4.760463070394127,1.711472602739726,1,0.07996,0.4632,0.037037472,0.0,0.14584042079999998,54.6,GOOD
